eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
198812250006,1988-12-25,0,Texas,Dallas,32.776835,-96.79776,1.0,0,"12/25/1988: In a series of three related attacks, unknown perpetrators ignited a fire at the North Dallas Women's Clinic in Dallas, Texas, United States. There were no casualties, but the clinic sustained $25,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,North Dallas Women's Clinic,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Texas.,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Flammable liquid consisting of a mixture of gasoline and other solvents,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 198812250007 and 198812250008.  The fire was ignited shortly before 1:00 AM.  As a result of these attacks, abortion clinics in Dallas dramatically increased their security.","""Abortion Clinics Blame Activists for Dallas Fires,"" The Spokesman-Review, December 26, 1988.",Anti-Abortion Project 2010,-9,-9,0,-9,"198812250006, 198812250007, 198812250008"
198812250007,1988-12-25,0,Texas,Dallas,32.776835,-96.79776,1.0,0,"12/25/1988: In a series of three related attacks, unknown perpetrators ignited a fire at the Fairmount Center in Dallas, Texas, United States. There were no casualties, but the clinic sustained $65,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Fairmount Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Texas.,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Flammable liquid consisting of a mixture of gasoline and other solvents,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 198812250006 and 198812250008.  The fire was ignited shortly before 1:30 AM.  As a result of these attacks, abortion clinics in Dallas dramatically increased their security.","""Abortion Clinics Blame Activists for Dallas Fires,"" The Spokesman-Review, December 26, 1988.",Anti-Abortion Project 2010,-9,-9,0,-9,"198812250006, 198812250007, 198812250008"
198812250008,1988-12-25,0,Texas,Dallas,32.776835,-96.79776,1.0,0,"12/25/1988: In a series of three related attacks, unknown perpetrators ignited a fire at the Metro-Plex Gynecological Group in Dallas, Texas, United States. There were no casualties, but the clinic sustained $2,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Metro-Plex Gynecological Group,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Texas.,0.0,-99,-99,0.0,Incendiary,Gasoline or Alcohol,Flammable liquid consisting of a mixture of gasoline and other solvents,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 198812250006 and 198812250007.  The fire was ignited shortly before 1:30 AM.  As a result of these attacks, abortion clinics in Dallas dramatically increased their security.","""Abortion Clinics Blame Activists for Dallas Fires,"" The Spokesman-Review, December 26, 1988.",Anti-Abortion Project 2010,-9,-9,0,-9,"198812250006, 198812250007, 198812250008"
198901000002,1989-01-15,0,Virginia,Arlington,38.878742,-77.100006,1.0,0,"1/0/1989: Unknown perpetrators failed in their attempts to firebomb the house of Nguyen Thanh Hoang in Arlington, Virginia, United States. It was suspected that the residence was targeted because it housed the publishing offices for the controversial Vietnamese anti-communist magazine Tien Phong. Hoang's name was also on a hit-list credited to the Vietnamese Organization to Exterminate Communists and Restore the Nation (VOECRN), however, the VOECRN denied any involvement in the incident.",1,1,1,0,0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,Tien Phong magazine,House of Nguyen Thanh Hoang where Tien Phong magazine was published,United States,Unknown,To protest the Vietnamese magazine Tien Phong for its stridently anti-communist views or to protest Nguyen Thanh Hoang for criticizing the United Front for the Liberation of Vietnam.,0.0,-99,0,0.0,Incendiary,Gasoline or Alcohol,Cans of gasoline were discovered at the vicinity of the house,0,0,0,0,0,0,Unspecified,"In 1980, Nguyen Thanh Hoang's house and car were the target of a successful firebombing.  In 1989, Nhan Trong Do, a layout editor for Tien Phong, was shot and killed (198911220013).  One year later, Triet Le, a columnist for Tien Phong, and his wife were shot and killed (199009220011).","Kristan Trugman, ""Vietnamese Killings Unsolved 9 Years Later,"" Washington Times, September 23, 1999.",Hewitt Project,-9,-9,0,-9,None
198901290015,1989-01-29,0,California,Dixon,38.445464,-121.823296,1.0,0,"01/29/1989: Suspected members of Earth First! claimed to have set fire to the Dixon Livestock Auction Company building in Dixon, California (about 20 miles west of Sacramento) in the United States, causing about $250,000 worth of damage. There were no casualties in the incident, but the arson, which was caused by an incendiary device planted in the building, destroyed half of the two-story rural warehouse used for livestock auctions. After the incident, a male caller, identifying himself as a member of the Earth First! group, phoned the Associated Press in San Francisco and claimed responsibility for the incident, stating that the motive for targeting the livestock industry was ""because we are opposed to the livestock industry because it causes irreparable damage to the environment by putting chemicals in food and water and destroying natural habitat for wildlife. We will continue carrying out our actions against the livestock industry in the future until it stops.''",1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Dixon Livestock Auction Company,Dixon Livestock Auction Company building,United States,Earth First!,"To target the livestock industry was ""because it causes irreparable damage to the environment.""",1.0,-99,-99,1.0,Incendiary,Arson/Fire,ignited incendiary device,0,0,0,0,0,0,Minor (likely < $1 million),"Although a caller, claiming to be a member of Earth First! claimed responsibility for the incident in the name of the group, a spokesperson for the group stated that he had no knowledge of the fire or any such actions, but that it may have been committed by Earth First members, so it is uncertain that this group was definitely responsible, though it is most likely.  Additionally, at the same time as this arson incident, the same Earth First! caller also claimed responsibility for slogans such as ""Earth First! Agri-Bus kills"" which were spray-painted on the walls of the California Cattlemen's Association office in Sacramento as well as graffiti at the California Wool Growers Association and the Agricultural Council of California near the State Capitol in Sacramento.","""Livestock Auction House Burns; Caller Claims Responsibility,"" The Associated Press, January 29,1989.",Eco Project 2010,0,0,0,0,None
198902240008,1989-02-24,0,Florida,Miami,25.774591,-80.214195,1.0,0,"2/24/1989: Unknown perpetrators detonated a pipe bomb at the Almacen El Espanol building in Miami, Florida, United States. There were no casualties and the device did not cause an damages. Almacen El Espanol was a business establishment that sent pharmaceutical supplies to Cuba.",1,1,1,1,0,Bombing/Explosion,Business,Unspecified,United States based business sending supplies to Cuba,Almacen El Espanol,United States,Cuban Exiles,To protest United States based businesses that send supplies to Cuba,0.0,-99,-99,0.0,Explosives,Pipe Bomb,Two large pipe bombs taped together,0,0,0,0,0,0,Unspecified,None,"""Terrorism in the United States 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1989.",Hewitt Project,1,1,0,1,None
198902280030,1989-02-28,0,New York,New York City,40.697132,-73.931351,1.0,0,None,1,1,1,1,0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,Riverdale Press,Offices of Riverdale Press,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Incendiary,Molotov Cocktail/Petrol Bomb,Molotov cocktails,0,0,0,0,0,0,Unspecified,None,Unspecified,HSI,-9,-9,0,-9,None
198902280031,1989-02-28,0,California,Berkeley,37.874043,-122.280022,1.0,0,None,1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Cody,Book Store,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Incendiary,Unspecified,Incendiary,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198902280032,1989-02-28,0,California,Berkeley,37.874043,-122.280022,1.0,0,None,1,1,1,1,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Walden Books,Retail Outlet,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Incendiary,Unspecified,Incendiary,0,0,0,0,0,0,Minor (likely < $1 million),None,Unspecified,PGIS,-9,-9,0,-9,None
198903100017,1989-03-10,0,California,San Diego,32.715695,-117.161719,1.0,0,None,1,1,1,0,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Military (Navy),"wife, Capt Will Rogers",United States,Unknown,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,1,1,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198903200009,1989-03-20,0,California,Los Angeles,34.097866,-118.407379,1.0,0,"3/20/1989: Dean Harvey Hicks, the sole member of Up the IRS, Inc, placed three pipe bombs on high-voltage power poles located on the same street in Los Angeles, California, United States. All three bombs exploded causing minor structural damage to the utility poles but did not disrupt the flow of power. Hicks mistakenly believed that the power lines provided service to the Olympic Plaza Building which housed Internal Revenue Service offices.",1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Utility pole that provided electricity to an office of the Internal Revenue Service,"Internal Revenue Service offices, Los Angeles California",United States,"Up the IRS, Inc",To protest the IRS and the taxation system of the United States government,0.0,1,1,0.0,Explosives,Time Fuse,Three Improvised Explosive Devices connected to a timing mechanism,0,0,0,0,0,0,Minor (likely < $1 million),"Although Dean Harvey Hicks never pled guilty for committing this incident, he confessed to the bombings in 1991.  Six months before this incident, Hicks placed a car bomb in the basement garage of the Olympic Plaza Building (198809190006).","Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.",Hewitt Project,0,0,0,0,None
198903200010,1989-03-20,0,Washington,Cle Elum,47.19504,-120.939419,3.0,1,"03/20/1989: Unknown perpetrators set arson to a logging loader, which was operating on U.S. Forest Service land in the Blewett Pass area of the Wenatchee National Forest in Kittitas County, Washington in the United States. The loader, which was destroyed, causing $300,000 in damages, was being used by Swiss Skyline Logging to log the Blewett Pass area. The perpetrators also attempted to set arson to a front-end loader, but when the wood failed to ignite, the loader was damaged using a sledgehammer and cutting tool. There were no casualties in the incident.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,Swiss Skyline Logging,logging loader of Swiss Skyline Logging company,United States,Unknown,"The specific motive is unknown, but suspected to be in protest of logging practices",0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"The same day of the arson, he group Earth First! held a protest in Cle Elum, Washington, against logging practices in the area; however, it was unclear whether or not the group was involved in the arson.","""Vandalism,"" Ellensburg Daily Record, March 21, 1989.",Eco Project 2010,-9,-9,0,-9,None
198903260006,1989-03-26,0,Florida,Miami,25.774591,-80.214195,1.0,0,"3/26/1989: Unknown perpetrators detonated two Improvised Explosive Devices at the offices of Marazul Charters, Inc. in Miami, Florida, United States. There were no casualties but the building sustained minor damages. Marazul Charters organized flights from Miami to Cuba.",1,1,1,1,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,United States travel agency that organized flights to Cuba,"Marazul Charters, Inc.",United States,Cuban Exiles,To protest companies promoting travel to Cuba,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,Two Improvised Explosive Devices,0,0,0,0,0,0,Minor (likely < $1 million),The two IEDs detonated between 11:20 PM and 11:30 PM.,"""Terrorism in the United States 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1989.",Hewitt Project,1,1,0,1,None
198903310005,1989-03-31,0,Florida,Ocala,29.187525,-82.140394,1.0,0,"3/31/1989: Unknown perpetrators ignited a fire at the All Women's Health Center in Ocala, Florida, United States. There were no casualties, but the building sustained $60,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,All Women's Health Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Florida.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"Nine days after this incident, a fire was set at the same abortion clinic (198904090005).","Tracy Fields, ""Fires At Two Women's Clinics Hours Before Washington March,"" Associated Press, April 10, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,None
198904030009,1989-04-03,0,Arizona,Tucson,32.222232,-110.925752,1.0,0,"04/03/1989: Members of the Animal Liberation Front (ALF) claimed responsibility for two arsons at the University of Arizona campus in Tucson, Arizona, causing an estimated $100,000 in damages. One fire caused damage to the fifth-floor laboratory rooms of the Pharmacy-Microbiology building on the main campus and the second, to a converted residence that housed the office of the Animal Resources Division on the medical campus. Additionally, in letters sent to news organizations, ALF also claimed responsibility for freeing over 1,000 lab animals from the two facilities as well as a third, also on the campus. Some of the animals freed included mice infected with  the disease cryptosporidium, which has been known to be fatal in AIDS patients. No one was injured in the fires, which gutted the laboratories and partially damaged classrooms. The group's statement to the news was that the animals were freed ""from certain torture and death at the hands of U of A students and researchers.""",1,1,1,1,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,University of Arizona,laboratory rooms of the Pharmacy-Microbiology building at the University of Arizona,United States,Animal Liberation Front (ALF),To protest the use of animals for laboratory testing.,0.0,-99,-99,1.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"The group's statement said 950 mice, 50 rats, 16 rabbits, 14 guinea pigs, 10 frogs and other animals were freed, and graffiti on walls and doors of one building included ""Nowhere is Safe - A.L.F,"" ""A.L.F. We Shall Return"" and ""Vivisection Will End.""","""Protesters say they set fires,"" United Press International, April 3, 1989.",Eco Project 2010,0,1,0,1,None
198904090005,1989-04-09,0,Florida,Ocala,29.187525,-82.140394,1.0,0,"4/9/1989: In a series of related attacks, unknown perpetrators ignited a fire at the All Women's Health Center in Ocala, Florida, United States. There were no casualties, but the building sustained $50,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,All Women's Health Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Florida.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Fire started with an accelerant,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 198904090006.  The incident took place around 4:00 AM.  Later on the same day, there was a major abortion activist rally in Washington D.C.  After the attack, the All Women's Center in Ocala moved to a new location.  Moreover, nine days earlier, a fire was set at the same abortion clinic (198903310005).","Tracy Fields, ""Fires At Two Women's Clinics Hours Before Washington March,"" Associated Press, April 10, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,"198904090005, 198904090006"
198904090006,1989-04-09,0,Florida,Fort Myers,26.640845,-81.868194,1.0,0,"4/9/1989: In a series of related attacks, unknown perpetrators ignited a fire at the Women's Health Center in Ocala, Florida, United States. There were no casualties, but the building sustained $60,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Women's Health Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in Florida.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,Fire started with an accelerant,0,0,0,0,0,0,Minor (likely < $1 million),"This is part of a multiple attack with 198904090005.  The incident took place around 4:00 AM.  Later on the same day, there was a major abortion activist rally in Washington D.C.","Tracy Fields, ""Fires At Two Women's Clinics Hours Before Washington March,"" Associated Press, April 10, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,"198904090005, 198904090006"
198904180016,1989-04-18,0,Illinois,Chicago,41.842602,-87.681229,1.0,0,"04/18/1989: An arson damaged the home and injured one child of local restaurant owner, Lam Ton, in Chicago, Illinois. Ton, a prominent Vietnamese businessman, was previously threatened in phone calls, in which he was called a communist, and the suspected motive for the arson was opposition towards his public call for the Vietnamese community in the United States to discuss social and political issues with the Socialist Republic of Vietnam.",1,1,1,1,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Vietnamese businessman and his family,"the home of local Vietnamese restauranteur, Lam Ton and his family",United States,Unknown,Suspected to be opposition towards Lam Ton's public call for the Vietnamese community in the U.S. to negotiate political and social issues with the Socialist Republic of Vietnam,0.0,-99,-99,0.0,Incendiary,Arson/Fire,arson believed to have been set by accelerant poured on a rear porch of Ton's home and set afire,0,0,0,1,1,0,Unknown,"The arson was set at about 11:10pm and all three of Ton's children were able to escape through a window, though one was injured.","""FBI Analysis of Terrorist Incidents in the United States 1986,"" Terrorist Research and Analytical Center, Terrorism Section Criminal Investigative Division, FBI, 1986.",Hewitt Project,-9,-9,0,-9,None
198904280014,1989-04-28,0,California,Monterey,36.599945,-121.883516,1.0,0,"04/28/1989: Members of the Animal Liberation Front (ALF) placed multiple incendiary devices underneath the Luce-Carmel Meat Company store in Monterey, California, United States, not realizing that the employees began work at 4am. Only one of the firebombs ignited, and the morning crew smelled the smoke and fled the building. However, the small fire caused $1,000 worth of damage; there were no casualties in the incident. ALF claimed responsibility for the fire in a telephone call to the Associated Press in San Francisco, stating that their goal was to make ""animal abuse unprofitable.""",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,Luce-Carmel Meat Company,"Luce-Carmel Meat Company store in Monterey, CA",United States,Animal Liberation Front (ALF),"ALF stated the fire was set as another strike in their campaign ""against an industry that slaughters billions of animals and poisons the people of the world with deadly chemicals and bad nutrition.""",0.0,-99,-99,1.0,Incendiary,Arson/Fire,firebombs and spray paint; truck tires slashed,0,0,0,0,0,0,Minor (likely < $1 million),"In addition to the incendiaries, ALF members also slashed tires of eight company trucks and spray painted slogans such as ""Butchers and meat eaters are scum,"" ""Meat is murder,"" and ""Feed the hungry grain and not the cows"" onto the company building and vehicles.","Bryan Denson and James Long, ""Sabotage in the name of the environment spreading in the West,"" The Associated Press State & Local Wire, October 2, 1999.",Eco Project 2010,0,1,0,1,None
198905250009,1989-05-25,0,California,Sacramento,38.579065,-121.491014,1.0,0,"05/25/1989: Unknown perpetrators threw a brick and an unlit molotov cocktail through the window of the California Cattlemen's Association in Sacramento, California, in the United States. The incendiary, which was found by Executive Vice President John Ross who was working late, failed to go off. The damage included a shattered window. There were no casualties in the incident.",1,1,1,0,0,Facility/Infrastructure Attack,Business,Unspecified,California Cattlemen's Association,"office of the California Cattlemen's Association in Sacramento, CA",United States,Unknown,"The specific motive is unknown; but, suspected to be in the name of animal rights",0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,brick and molotov cocktail,0,0,0,0,0,0,Minor (likely < $1 million),None,"Charles Hillinger and Mark A. Stein, ""Animal Activists Blamed in Wide Ranch Sabotage,"" Los Angeles Times, November 19, 1989.",Eco Project 2010,-9,-9,0,-9,None
198905270020,1989-05-27,0,North Carolina,Island in the Forks,34.198444,-78.344135,1.0,0,"05/27/1989: Unknown perpetrator(s) moved five logging tractors, owned by the Marvin L. Goodson Logging Company, 100 feet from the land they were working on for the Federal Paper Board Company Inc., and arranged them in a circle around a fuel truck and set the truck and tractors ablaze off of Green Swamp Road (North Carolina 211) ten miles south of Bolton, North Carolina, in the United States. The arson caused about $600,000 in damages, incinerating every flammable part of the five tractors, fuel truck, and a loader. No casualties were reported in the incident. About two weeks before the arson, the Marvin L. Goodson Logging Company, which owned the tractors, had received two threatening letters to ""take your equipment and go back to where you came from.""",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,Marvin L. Goodson Logging Company,tractors and fuel loader owned by Marvin L. Goodson Logging Company in North Carolina,United States,Unknown,To protest logging.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),"About two weeks before the arson, the Marvin L. Goodson Logging Company, which owned the tractors, had received two threatening letters to ""take your equipment and go back to where you came from.""","Mark Schaver, ""Firm loses tractors to arson,"" Star-News, June 1, 1989.",Eco Project 2010,-9,-9,0,-9,None
198905300021,1989-05-30,0,Arizona,Wenden,33.823555,-113.542024,1.0,0,"5/30/1989: Two members of the Evan Mecham Eco-Terrorist International Conspiracy group, Mark Leslie Davis and Marc Andre Baker, were arrested as they attempted to cut through a metal support tower which held electric lines delivering electricity to the Harcuvar Substation near Wenden, Arizona in the United States. The two were trying to cut down the power line using a propane torch, similar to their previous incidents of terrorism in 1987 and 1988 at the Flagstaff, Arizona ski lifts and the power lines at the Grand Canyon, Arizona. The power pole was owned by the U.S. Department of Energy, and the Harcuvar Substation owned by the Central Arizona Project (CAP), which was the main source of water supply for Arizona. The perpetrators were arrested as they were at the location, about to carry out the attack, and thus, authorities believe much potential damage to the substation was prevented.",1,1,1,0,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,US Department of Energy,power pole owned by the US Department of Energy,United States,Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),"The specific motive is unknown; however this group is responsible for multiple incidents of sabotage against power lines and ski equipment; additionally, this particular incident was in preparation for 3 other planned attacks of nuclear facilities, which never came to fruition due to the arrests",0.0,2,2,0.0,Sabotage Equipment,Unspecified,propane (acetylene) torch,0,0,0,0,0,0,Unspecified,"The perpetrators were charged with destruction of an energy facility, and they, along with two other members of the group, Margaret ""Peggy"" Katherine Millett and David Foreman (also arrested), were charged with conspiracy to sabotage a nuclear facility in their plots to sabotage three nuclear facilities in California, Arizona, and Colorado. It remains unclear if this group was an offshoot of Earth First!","FBI, ""Terrorism in the United States: 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section, Criminal Investigative Division, 1989.",Eco Project 2010,0,0,0,0,None
198906190008,1989-06-19,0,Puerto Rico,Bayamon,18.369196,-66.165967,1.0,0,None,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Bank of Boston,Branch,United States,Macheteros,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
198906190009,1989-06-19,0,Puerto Rico,Bayamon,18.369196,-66.165967,1.0,0,None,1,1,1,1,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,U.S. Army,Army/Nat. Guard Recruiting Office,United States,Macheteros,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,0,0,0,0,None
198906200005,1989-06-20,0,Puerto Rico,Caguas,18.238724,-66.035227,1.0,0,None,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Chase Manhattan Bank,Branch,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198907030014,1989-07-03,0,New Hampshire,Concord,43.20725,-71.536604,1.0,0,"7/3/1989: Unknown perpetrators ignited a fire at the Concord Feminist Health Center in Concord, New Hampshire, United States. There were no casualties, but the abortion clinic sustained $5,000 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Abortion Related,Clinics,Unspecified,Concord Feminist Health Center,United States,Anti-Abortion extremists,To protest the practice of abortion and to sabotage abortion facilities operating in New Hampshire.,0.0,-99,-99,0.0,Incendiary,Arson/Fire,None,0,0,0,0,0,0,Minor (likely < $1 million),The fire was ignited around 2:00 AM.  The incident took place hours before the Supreme Court was scheduled to release a decision on abortion rights.  The abortion clinic had been the subject of previous protests.,"Jim Van Dongen, ""N.H. Abortion Clinic Damaged in Arson,"" United Press International, July 3, 1989.",Anti-Abortion Project 2010,-9,-9,0,-9,None
198907140007,1989-07-14,0,Puerto Rico,Coamo,18.080033,-66.357949,1.0,0,"07/14/1989: In a series of two incidents suspected to be related, a pipe bomb exploded outside the Unites States Post Office in Coamo, Puerto Rico, causing minimal damage, but no casualties. No group or individual claimed responsibility for the blast.",1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,United States Post Office,"U.S. Post Office in Coamo, Puerto Rico",Puerto Rico,Unknown,Unknown,0.0,-99,-99,0.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Minor (likely < $1 million),"The blast occurred at about 1:45am. This incident is related to the pipe bombing of a US Post office in Guayama, Puerto Rico on the same day (198907140008).","""Terrorism in the United States: 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section, Criminal Investigative Division, USDOJ, FBI, 1991.",Hewitt Project,-9,-9,0,-9,"198907140007, 198907140008"
198907140008,1989-07-14,0,Puerto Rico,Guayama,17.984055,-66.113657,1.0,0,"07/14/1989: In a series of two incidents suspected to be related, a pipe bomb detonated outside the Unites States Post Office in Guayama, Puerto Rico, causing minimal structural damage, but no casualties. No group or individual claimed responsibility for the blast.",1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,United States Post Office,"U.S. Post Office in Guayama, Puerto Rico",Puerto Rico,Unknown,Unknown,0.0,-99,-99,0.0,Explosives,Pipe Bomb,None,0,0,0,0,0,0,Minor (likely < $1 million),"The blast occurred at approximately 2:10am.  This incident is related to the pipe bombing of a US Post office in Coamo, Puerto Rico on the same day (198907140007).","""Terrorism in the United States: 1989,"" Terrorist Research and Analytical Center, Counterterrorism Section, Criminal Investigative Division, USDOJ, FBI, 1991.",Hewitt Project,-9,-9,0,-9,"198907140007, 198907140008"
198907240007,1989-07-24,0,Puerto Rico,Carolina,18.380782,-65.957387,1.0,0,None,1,1,1,1,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,U.S. Army,recruiting office,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198907240008,1989-07-24,0,Puerto Rico,Carolina,18.380782,-65.957387,1.0,0,None,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unspecified,supermarket,United States,Unknown,Unspecified,0.0,0,0,Unspecified,Explosives,Unknown Explosive Type,Explosive,0,0,0,0,0,0,Unspecified,None,Unspecified,PGIS,-9,-9,0,-9,None
198908190006,1989-08-19,0,California,Fresno,36.740685,-119.785734,1.0,0,"8/19/1989:  Two unidentified perpetrators shot and wounded Doan Van Toai as he walked to his home in Fresno, California, United States. Van Toai was a controversial figure who was one of the most outspoken supporters of reapproachment between the United States and Vietnam.",1,1,1,0,0,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Vietnamese-American supporting reapproachment with Vietnam,Doan Van Toai,Vietnam,Unknown,"To protest reapproachment between Vietnam and the United States. Specifically, it is suspected that this attack was provoked due to a mistranslated article Doan Van Toai wrote in an English-language policy newspaper.",0.0,2,0,0.0,Firearms,Unknown Gun Type,None,0,0,0,1,0,0,Unspecified,Doan Van Toai stated that he was shot by two Asian males who pulled up next to him in a brown station wagon.  Van Toai had previously received many threats stemming from his controversial views.,"Seth Mydans, ""War Continues for Vietnam Refugees,"" New York Times, August 25, 1989.",Hewitt Project,-9,-9,1,1,None
198908200012,1989-08-20,0,California,Fresno,36.740685,-119.785734,1.0,0,None,1,1,1,0,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Author,Controversial Vietnamese Author,Vietnam,Unknown,Unspecified,0.0,2,0,Unspecified,Firearms,Unknown Gun Type,Gunfire,0,0,0,1,1,0,Unspecified,None,Unspecified,HSI,-9,-9,1,1,None
