eventid,date,extended,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,target1,natlty1_txt,gname,guncertain1,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,propextent,addnotes,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,number_related
197506160001,1975-06-16,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"Banco De Ponce Branch, Rockefeller Center",United States,"Weather Underground, Weathermen",0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,0,0,0,0,None,0
197506230001,1975-06-23,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),0,Yugoslav Misson to the U.N.,Yugoslavia,Croatian Nationalists,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,1,1,1,None,0
197507150001,1975-07-15,0,Los Angeles,34.097866,-118.407379,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Mexican Consulate,Mexico,Cuban Action,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,4,3.0,None,PGIS,1,1,1,1,None,0
197507180003,1975-07-18,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Costa Rican Embassy,Costa Rica,Cuban Action,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,1,1,1,None,0
197507260004,1975-07-26,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Torch of Friendship,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive - powerful,0,0,0,0.0,None,HSI,-9,-9,0,-9,None,0
197508040001,1975-08-04,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Venezuelan Consulate,Venezuela,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,-9,-9,1,1,None,0
197509120003,1975-09-12,0,Seattle,47.610786,-122.331306,1.0,0,1,1,1,0,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Federal Building,United States,New World Liberation Front (NWLF),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197509140003,1975-09-14,0,Seattle,47.610786,-122.331306,1.0,0,1,1,1,0,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,"Safeway store, Seattle Washington",United States,George Jackson Brigade,1.0,Explosives,Pipe Bomb,pipe bomb,0,0,0,3.0,The George Jackson Brigade bombed the same Safeway store four days later (197510240003).  The George Jackson Brigade claimed that Ralph Patrick Ford was 'Comrade Po.'  It is unclear whether he was actually a member of the organization.,Hewitt Project,0,0,0,0,None,0
197509180001,1975-09-18,0,Seattle,47.610786,-122.331306,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Grocery Store,United States,George Jackson Brigade,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,0,0,0,None,0
197509260002,1975-09-26,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Offices of magazine - La Republica,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive - powerful,0,0,0,0.0,None,HSI,-9,-9,0,-9,None,0
197510060005,1975-10-06,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Dominican Consulate,United States,National Front for the Liberation of Cuba (FLNC),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,1,0,1,None,0
197510170002,1975-10-17,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Transportation,0,Terminal,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,-9,-9,0,-9,None,0
197510200002,1975-10-20,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,0,0,Bombing/Explosion,Airports & Aircraft,0,Airline,Dominican Republic,Youth of the Star,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,HSI,-9,-9,1,1,None,0
197510270001,1975-10-27,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,National Westminister Bank,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,0,0,1,None,0
197510270002,1975-10-27,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,First National Bank,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,0,0,1,None,0
197510270003,1975-10-27,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,U.S. Mission to U.N.,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197510270004,1975-10-27,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Bureau Indian Affairs,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197510270006,1975-10-27,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Chase Manhattan,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,0,0,1,None,0
197510270007,1975-10-27,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,State Department,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197510270008,1975-10-27,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Bank,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197510270010,1975-10-27,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Continental National Bank,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,0,0,1,None,0
197510270011,1975-10-27,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,0,Office Building,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197510310001,1975-10-31,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,"Rolando Masferrer, Ledaer",Cuba,Secret Organization Zero,0.0,Explosives,Vehicle,Explosive,1,0,0,0.0,None,PGIS,1,0,1,1,None,0
197511090001,1975-11-09,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"First National CIty Bank Branch, Irving Place",United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,0,0,1,None,0
197511270002,1975-11-27,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Airports & Aircraft,Aircraft (not at an airport),Bahamas Airline Acft,Bahamas,National Front for the Liberation of Cuba (FLNC),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,1,1,1,1,None,0
197512030001,1975-12-03,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,FBI building,United States,Cuban Exiles,1.0,Explosives,Pipe Bomb,pipe bomb wrapped in plastic bag,0,0,0,3.0,"This bombing is linked to three other bombings in Miami on this day as well as two on December 4, 1975 (197512030002, 197512030003, and 197512030004; 197512040001).  It is believed there is a connection between the explosions and the visit of Assistant Secretary of State for Inter-American Affairs, William D. Rogers, who was scheduled to give a speech the next day at the Greater Miami Chamber of Commerce.  Additionally, within eighteen months, there were about 60 bombings in the Miami area attributed to Cuban exiles.",Hewitt Project,1,1,0,1,"197512030001, 197512030002, 197512030003, 197512030004",4
197512030002,1975-12-03,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Miami Post Office,United States,Cuban Exiles,1.0,Explosives,Pipe Bomb,pipe bomb wrapped in plastic bag,0,0,0,3.0,"This bombing is linked to three other bombings in Miami on this day as well as two on December 4, 1975 (197512030001, 197512030003, and 197512030004; 197512040001).  It is believed there is a connection between the explosions and the visit of Assistant Secretary of State for Inter-American Affairs, William D. Rogers, who was scheduled to give a speech the next day at the Greater Miami Chamber of Commerce.  Additionally, within eighteen months, there were about 60 bombings in the Miami area attributed to Cuban exiles.",Hewitt Project,1,1,0,1,"197512030001, 197512030002, 197512030003, 197512030004",4
197512030003,1975-12-03,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Miami Post Office,United States,Cuban Exiles,1.0,Explosives,Pipe Bomb,pipe bomb wrapped in plastic bag,0,0,0,3.0,"This bombing is linked to three other bombings in Miami on this day as well as two on December 4, 1975 (197512030001, 197512030002, and 197512030004; 197512040001).  It is believed there is a connection between the explosions and the visit of Assistant Secretary of State for Inter-American Affairs, William D. Rogers, who was scheduled to give a speech the next day at the Greater Miami Chamber of Commerce.  Additionally, within eighteen months, there were about 60 bombings in the Miami area attributed to Cuban exiles.",Hewitt Project,1,1,0,1,"197512030001, 197512030002, 197512030003, 197512030004",4
197512030004,1975-12-03,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Social Security building,United States,Cuban Exiles,1.0,Explosives,Pipe Bomb,pipe bomb wrapped in plastic bag,0,0,0,3.0,"This bombing is linked to three other bombings in Miami on this day as well as two on December 4, 1975 (197512030001, 197512030002, and 197512030003; 197512040001).  It is believed there is a connection between the explosions and the visit of Assistant Secretary of State for Inter-American Affairs, William D. Rogers, who was scheduled to give a speech the next day at the Greater Miami Chamber of Commerce.  Additionally, within eighteen months, there were about 60 bombings in the Miami area attributed to Cuban exiles.",Hewitt Project,1,1,0,1,"197512030001, 197512030002, 197512030003, 197512030004",4
197512040001,1975-12-04,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Police Department & Justice Bldg,United States,National Integration Front (FIN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,1,1,0,1,None,0
197512110001,1975-12-11,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Industrial/Textiles/Factory,Offices of El Almacen el Espanol,United States,Cuban Exiles,0.0,Explosives,Dynamite/TNT,Dynamite - 3-4 lb,0,0,0,0.0,None,HSI,1,1,0,1,None,0
197512120002,1975-12-12,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Barbara Hair Fashions,United States,Unknown,0.0,Explosives,Dynamite/TNT,Dynamite - 3-4 lb,0,0,0,0.0,None,HSI,-9,-9,0,-9,None,0
197512150001,1975-12-15,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",UN Building,International,Jewish Defense League (JDL),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,4.0,None,PGIS,0,1,1,1,None,0
197512150002,1975-12-15,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Business,Bank/Commerce,Morgan Guarantec Trust Co.,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197512290001,1975-12-29,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,0,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)","Consul, Chicago",Yugoslavia,Croatian Nationalists,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,1,0.0,None,PGIS,1,1,1,1,None,0
197512290003,1975-12-29,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Airports & Aircraft,Airport,La Guardia Terminal,United States,Croatian Nationalists,0.0,Explosives,Unknown Explosive Type,Explosive,11,0,74,3.0,None,PGIS,1,1,0,1,None,0
197512310004,1975-12-31,0,Seattle,47.610786,-122.331306,1.0,0,1,1,1,1,0,Bombing/Explosion,Utilities,Electricity,City Light Substation,United States,George Jackson Brigade,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,3.0,None,PGIS,0,0,0,0,None,0
197601120003,1976-01-12,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Government (Diplomatic),0,Iraqi mission to U.S.,Iraq,Jewish Armed Resistance,0.0,Explosives,Pipe Bomb,None,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197601120004,1976-01-12,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations,International,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197601160001,1976-01-16,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Polish Consulate General,Poland,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197602270004,1976-02-27,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Private Citizens & Property,House/Apartment/Residence,Soviet Residential Complex,Soviet Union,Jewish Defense League (JDL),0.0,Firearms,Rifle/Shotgun (non-automatic),Rifle; Pistols,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197603080002,1976-03-08,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,Aeroflot,Soviet Union,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197603080003,1976-03-08,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,Czechoslovak Airlines,Czechoslovakia,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197603250001,1976-03-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,0,0,Bombing/Explosion,Business,Bank/Commerce,Amtore trading corp,Soviet Union,Jewish Armed Resistance,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197603310003,1976-03-31,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Hotel/Resort,Seacot Hotel,Unspecified,Unknown,0.0,Explosives,Dynamite/TNT,Dynamite - timed,0,0,0,0.0,None,HSI,-9,-9,-9,-9,None,0
197604020002,1976-04-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Government (Diplomatic),0,Soviet Mission to U.N.,Soviet Union,Jewish Defense League (JDL),0.0,Firearms,Handgun,Pistol,0,0,0,3.0,None,PGIS,0,1,1,1,None,0
197604050002,1976-04-05,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),0,Front door of cuban mission to UN,Cuba,Omega-7,0.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,0.0,None,HSI,1,0,1,1,None,0
197604140004,1976-04-14,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Bay of Pigs Monument Bombed in Miami,United States,Unknown,0.0,Explosives,Grenade,Fragmentation grenades - M-26,0,0,0,0.0,None,HSI,-9,-9,0,-9,None,0
197604300002,1976-04-30,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Journalists & Media,Radio Journalist/Staff/Facility,Radio Commentator Emilio Milian,Cuba,Unknown,0.0,Explosives,Vehicle,Car bomb,0,0,1,0.0,None,HSI,-9,-9,1,1,None,0
197605020007,1976-05-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Communist Party HQ,United States,Jewish Armed Resistance,0.0,Explosives,Pipe Bomb,None,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197605020008,1976-05-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Unspecified,International,Unknown,0.0,Explosives,Pipe Bomb,None,0,0,0,0.0,None,PGIS,-9,-9,1,1,None,0
197605020009,1976-05-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,"Four Continents Book Store, Soviet Outlet",Soviet Union,Jewish Armed Resistance,0.0,Explosives,Pipe Bomb,None,0,0,0,0.0,None,PGIS,0,1,1,1,None,0
197605020010,1976-05-02,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Bank,United States,Jewish Armed Resistance,0.0,Explosives,Pipe Bomb,None,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197605070002,1976-05-07,0,Miami,25.774591,-80.214195,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Adult Bookstore,United States,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,HSI,-9,-9,0,-9,None,0
197605160003,1976-05-16,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Entertainment/Cultural/Stadium/Casino,Unspecified,Cuba,Cuban Exiles,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,4.0,"It is unknown how the secret anti-Castro Cuban army claimed responsibility for the attack.  On the same day, Save Our Israel, a Jewish group, firebombed two banks in Queens (197605160004 and 197605160005).",Hewitt Project,1,0,1,1,None,0
197605160004,1976-05-16,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,"First National City Bank branch in Queens, New York",United States,Save Our Israel Land,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,firebomb,0,0,0,3.0,This is part of a multiple attack with 197605160005.  Both firebombs ignited around 4:30 AM.  An anonymous caller phoned the Associated Press after the incident claiming the attack on behalf of Save Our Israel Land.,Hewitt Project,0,0,0,0,"197605160004, 197605160005",2
197605160005,1976-05-16,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,"Bankers Trust Company branch in Queens, New York",United States,Save Our Israel Land,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,firebomb,0,0,0,3.0,"This is part of a multiple attack with 197605160004.  Both firebombs ignited around 4:30 AM.  An anonymous caller phoned the Associated Press after the incident claiming the attack on behalf of Save Out Israel Land.  Two weeks later, another Bankers Trust Company branch in Queens was firebombed by a militant Jewish group (197605160003).",Hewitt Project,0,0,0,0,"197605160004, 197605160005",2
197606010006,1976-06-01,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,"Bankers Trust Company branch in Queens, New York",United States,Jewish Extremists,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,firebomb,0,0,0,3.0,"An anonymous caller phoned Reuter after the incident claiming the attack on behalf of a Jewish militant group.  Two weeks earlier another, Bankers Trust Company branch in Queens was firebombed by Save Our Israel Land (197605160004).",Hewitt Project,-9,-9,0,-9,None,0
197606060005,1976-06-06,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),0,Unspecified,Cuba,Omega-7,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,1,1,None,0
197606070002,1976-06-07,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,bank in Chicago,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,high velocity weapon similar to dynamite connected to a timing device,0,0,5,3.0,"This is part of a multiple attack with 197606070004, 197606070005, and 197606070006.  The bomb detonated at 10:45 PM.  The three other bombs exploded within twenty minutes after this incident.  The total amount of damages for all four incidents amounted to $6,000.",Hewitt Project,1,0,0,1,"197606070002, 197606070004, 197606070005, 197606070006",4
197606070004,1976-06-07,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Chicago Police Headquarters,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,high velocity weapon similar to dynamite connected to a timing device,0,0,0,3.0,"This is part of a multiple attack with 197606070002, 197606070005, and 197606070006.  The bomb detonated within twenty minutes after the first bomb exploded at 10:45 PM at the First National Bank.  The total amount of damages for all four incidents amounted to $6,000.",Hewitt Project,1,0,0,1,"197606070002, 197606070004, 197606070005, 197606070006",4
197606070005,1976-06-07,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,0,business in Chicago,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,high velocity weapon similar to dynamite connected to a timing device,0,0,0,3.0,"This is part of a multiple attack with 197606070002, 197606070004, and 197606070006.  The bomb detonated within twenty minutes after the first bomb exploded at 10:45 PM at the First National Bank.  The total amount of damages for all four incidents amounted to $6,000.",Hewitt Project,1,0,0,1,"197606070002, 197606070004, 197606070005, 197606070006",4
197606070006,1976-06-07,0,Chicago,41.842602,-87.681229,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,bank in Chicago,Israel,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,high velocity weapon similar to dynamite connected to a timing device,0,0,0,3.0,"This is part of a multiple attack with 197606070002, 197606070004, and 197606070005. The bomb detonated within twenty minutes after the first bomb exploded at 10:45 PM at the First National Bank.  The total amount of damages for all four incidents amounted to $6,000.",Hewitt Project,1,1,1,1,"197606070002, 197606070004, 197606070005, 197606070006",4
197606090005,1976-06-09,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unspecified,Yugoslavia,Unknown,0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,-9,-9,1,1,None,0
197606230004,1976-06-23,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Armed Assault,Airports & Aircraft,Airport,Pan Am vehicles,United States,Jewish Defense League (JDL),0.0,Incendiary,0,Incendiary,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197606240002,1976-06-24,0,Washington,38.908642,-77.015381,1.0,0,1,1,1,1,0,Facility/Infrastructure Attack,Government (Diplomatic),Embassy/Consulate,South African Embassy,South Africa,Unknown,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Molotov cocktails,0,0,0,0.0,None,PGIS,-9,-9,1,1,None,0
197606250010,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,"First National City Bank, Bronx",United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197606250011,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Chase Manhatten Bank in Manhaten,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197606250012,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)","40th Precinct Stationhouse, N.Y.",United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197606250013,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,0,Office Building,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Dynamite/TNT,Dynamite,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197606250014,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Bank/Commerce,Bank,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,1,0,0,1,None,0
197606250015,1976-06-25,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Pan AmericanBuilding,United States,Jewish Defense League (JDL),0.0,Explosives,Unknown Explosive Type,Explosive,0,0,0,0.0,None,PGIS,0,0,0,0,None,0
197607120002,1976-07-12,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,department store,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,"devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack",0,0,0,3.0,"These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found (197607120003, 197607120004, 197607120005, 197607120006, and 197607120007).",Hewitt Project,1,0,0,1,"197607120002, 197607120003, 197607120004, 197607120005, 197607120006, 197607120007",6
197607120003,1976-07-12,0,New York City,40.697132,-73.931351,1.0,0,1,1,1,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,department store,United States,Fuerzas Armadas de Liberacion Nacional (FALN),0.0,Explosives,Time Fuse,"devices were made of a chemical mixture and a flash light bulb, and then attached to a wristwatch battery and placed in a cigarette pack",0,0,0,3.0,"These were two in a series of ten department store bombings in New York on this day.  Though FALN claimed they planted twelve devices, only ten were found (197607120002, 197607120004, 197607120005, 197607120006, and 197607120007).",Hewitt Project,1,0,0,1,"197607120002, 197607120003, 197607120004, 197607120005, 197607120006, 197607120007",6
